CLONE,YEAR,STAGE,LOC,CROP,REP,T_SPACRE,TRS_TON,TCA,POPN,MSTWT,FIBER,,,
L17-428,2019,3,MEL,0,2,8165,247.9,32.9,30855,2.14,10.55,,,
HO16-624,2018,3,NEW,0,2,7994,228.12,35,33214.5,2.11,10.55,,,
HOCP15-987,2018,3,NEW,1,1,8857,216.57,40.9,40293,2.03,10.55,,,
L14-267,2018,3,NEW,2,2,9273,253.57,36.6,36300,2.02,10.55,,,
HOCP09-804,2018,3,MEL,0,1,10882,226.28,48.1,48823.5,1.97,10.55,,,
L17-435,2019,3,NEW,0,2,6866,214.76,32,33214.5,1.93,10.55,,,
L17-392,2018,3,NIB,0,2,6094,198.89,30.6,33577.5,1.83,10.55,,,
HO16-636,2016,2,AFL,1,1,7581,222.33,34.1,40837.5,1.67,10.55,,,
HOCP96-540,2014,2,AFL,1,1,10624,79    215.546,49.3,42085.3,2.342,10.54577,,,
L01-283,2011,3,NEW,1,2,5291,54    225.140,23.5,32307,1.455,10.5408,,,
HOL15-511,2017,3,MEL,0,2,12593,238.04,52.9,32307,3.28,10.54,,,
L17-428,2018,3,SGL,0,1,7310,220.77,33.1,21326.3,3.11,10.54,,,
HO15-918,2018,3,WES,1,2,15633,234.18,66.8,43560,3.07,10.54,,,
HOCP13-758,2016,4,AFH,0,2,13307,280.64,47.4,32590.3,2.91,10.54,,,
HOCP13-758,2016,4,AFH,0,2,13307,280.64,47.4,32590.3,2.91,10.54,,,
HO15-960,2018,4,BLK,0,2,10300,242.38,42.5,29926.4,2.84,10.54,,,
L16-385,2015,2,SGH,0,1,10878,273.53,39.8,33577.5,2.37,10.54,,,
HO16-626,2018,3,WES,0,2,12487,225.68,55.3,47190,2.35,10.54,,,
L14-266,2015,3,SGL,0,2,8332,246.28,33.8,29040,2.33,10.54,,,
L08-088,2011,3,WES,1,1,13977,236.58,59.1,54450,2.17,10.54,,,
HOCP13-737,2016,3,NEW,1,2,9559,249.09,38.4,36118.5,2.13,10.54,,,
HOL15-533,2015,2,AFL,1,1,19812,304.23,65.1,62617.5,2.08,10.54,,,
HO16-604,2016,2,AFL,1,1,9989,255.17,39.1,38568.8,2.03,10.54,,,
L11-183,2019,4,BLK,0,2,9701,278.81,34.8,34795.1,2,10.54,,,
HO16-649,2018,3,NEW,0,1,9283,223.42,41.5,42834,1.94,10.54,,,
L16-380,2015,2,SGH,0,1,8366,274.97,30.4,32670,1.86,10.54,,,
HO11-9403,2015,3,MEL,0,1,6737,259.45,26,33396,1.56,10.54,,,
HO11-9403,2015,3,STO,0,1,6737,259.45,26,33396,1.56,10.54,,,
HOCP13-756,2015,3,MEL,0,1,6356,279.38,22.7,36663,1.24,10.54,,,
HOCP13-756,2015,3,STO,0,1,6356,279.38,22.7,36663,1.24,10.54,,,
HOCP96-540,2013,2,SGH,1,1,10696,05    192.500,55.6,42425.6,2.62,10.535,,,
L01-283,2018,3,AFL,1,1,10971,90    254.104,43.2,35392.5,2.44,10.533184,,,
L01-283,2017,3,NEW,1,2,11785,03    273.504,43.1,53361,1.615,10.531557,,,
L01-283,2019,3,NIB,1,1,7386,73    282.480,26.2,30855,1.695,10.530175,,,
HO16-626,2015,2,AFL,0,1,18646,281.13,66.3,42652.5,3.11,10.53,,,
L17-395,2018,3,NIB,0,1,8023,218.06,36.8,25863.8,2.85,10.53,,,
L11-178,2012,3,AFL,0,1,10855,288.66,37.6,29493.8,2.55,10.53,,,
HO16-606,2018,3,WES,0,2,12150,190.58,63.8,51001.5,2.5,10.53,,,
HOCP14-902,2016,3,WES,0,1,10160,267.59,38,30855,2.46,10.53,,,
HOCP15-990,2015,2,AFL,1,1,15042,282.95,53.2,45828.8,2.32,10.53,,,
L13-257,2015,4,BLK,0,2,12250,240.71,50.9,45237.2,2.25,10.53,,,
HO13-739,2015,3,MEL,0,1,7412,271.5,27.3,32307,1.69,10.53,,,
HO13-739,2015,3,STO,0,1,7412,271.5,27.3,32307,1.69,10.53,,,
L03-371,2013,3,AFL,0,1,12117,74    236.000,51.3,37207.5,2.76,10.53,,,
HOCP96-540,2016,3,WES,0,1,13398,15    273.272,49,43197,2.27,10.526329,,,
L99-226,2012,3,WES,2,2,10501,00    205.680,51.1,48279,2.115,10.521,,,
L17-410,2018,3,AFL,0,1,9375,238.05,39.4,24048.8,3.28,10.52,,,
HO16-600,2019,4,CAF,0,2,13722,276.06,49.7,33930.5,2.93,10.52,,,
L17-392,2018,3,SGL,0,1,7283,211.07,34.5,30401.3,2.27,10.52,,,
L08-090,2011,4,BLK,1,1,13606,276.35,49.2,44757.6,2.2,10.52,,,
HO13-710,2015,3,WES,0,1,12139,276.51,43.9,45375,1.94,10.52,,,
HOCP14-885,2018,4,BLK,1,1,11812,241.09,49,53544,1.83,10.52,,,
HOCP13-731,2015,3,NEW,0,2,12070,267.72,45.1,50094,1.8,10.52,,,
HO12-626,2015,3,MEL,1,2,10493,313.76,33.4,48642,1.38,10.52,,,
HO12-626,2015,3,STO,1,2,10493,313.76,33.4,48642,1.38,10.52,,,
HOCP96-540,2017,3,NIB,1,2,8869,71    245.626,36.1,36753.7,1.965,10.517947,,,
L01-299,2015,3,NIB,0,2,5529,25    241.743,22.9,21326.2,2.145,10.510552,,,
HOCP96-540,2012,3,WES,0,1,9560,30    210.590,45.4,41745,2.175,10.5105,,,
HOCP15-527,2014,2,AFL,0,1,18258,278.8,65.5,52181.3,2.51,10.51,,,
L13-257,2015,3,NEW,0,1,13494,256.22,52.7,42471,2.48,10.51,,,
HOL15-523,2015,2,AFL,1,1,13743,255.28,53.8,47643.8,2.26,10.51,,,
L17-398,2019,3,MEL,0,2,8958,290.71,30.8,27951,2.21,10.51,,,
HOL15-549,2014,2,AFL,0,1,13251,299.92,44.2,41291.3,2.14,10.51,,,
HOL15-535,2015,2,AFL,1,1,15966,299.06,53.4,50366.3,2.12,10.51,,,
HOCP17-716,2019,3,MEL,0,2,7378,270.99,27.2,29040,1.88,10.51,,,
L12-232,2011,2,SGH,0,1,5770,193.61,29.8,32216.3,1.85,10.51,,,
L17-400,2019,3,NIB,1,2,7024,311.41,22.6,26771.3,1.69,10.51,,,
L17-398,2019,3,MEL,0,1,6942,308.16,22.5,27225,1.66,10.51,,,
L15-310,2015,2,SGH,1,1,6660,211.89,31.4,38568.8,1.63,10.51,,,
L12-232,2013,2,SGH,2,1,6253,209,29.9,38115,1.57,10.51,,,
HOCP14-802,2018,3,MEL,2,1,6673,232.52,28.7,41745,1.38,10.51,,,
L01-283,2011,3,NIB,0,1,3075,44    228.210,13.5,16335,1.65,10.5084,,,
L03-371,2015,3,WES,2,2,5083,66    203.814,24.9,41745,1.195,10.507313,,,
HOCP96-540,2018,3,AFL,0,2,5876,18    211.952,27.7,18150,3.055,10.504618,,,
HOCP96-540,2017,3,NEW,1,2,10864,78    279.934,38.8,39204,1.98,10.500782,,,
HOCP96-540,2015,3,MEL,2,1,4899,52    211.830,23.1,27951,1.655,10.500502,,,
HOCP96-540,2015,3,STO,2,1,4899,52    211.830,23.1,27951,1.655,10.500502,,,
HOCP13-750,2012,2,AFL,0,1,14367,298,48.2,38568.8,2.5,10.5,,,
L17-428,2019,3,SGL,1,1,10066,220.44,45.7,37661.3,2.43,10.5,,,
L16-353,2018,4,CAF,0,2,10501,267.67,39.2,33819.5,2.32,10.5,,,
L13-249,2012,2,SGH,0,1,6527,164,39.8,35846,2.22,10.5,,,
HOCP14-872,2014,2,AFL,1,1,12337,218.45,56.5,57626.3,1.96,10.5,,,
L15-320,2017,3,MEL,0,1,9685,278.56,34.8,35937,1.94,10.5,,,
HO12-642,2012,2,AFL,1,1,18741,305,61.4,67155,1.83,10.5,,,
L12-197,2013,2,SGH,2,1,10387,265,39.2,49458.8,1.59,10.5,,,
HOCP17-716,2019,3,NEW,0,1,5764,248.32,23.2,31581,1.47,10.5,,,
L09-113,2010,2,SGH,2,1,8057,265.79,30.3,46282.5,1.31,10.5,,,
L03-371,2013,4,ERA,0,2,9668,95    251.000,38.5,34548.6,2.23,10.5,,,
L03-371,2013,4,AFH,0,1,5958,41    251.000,23.7,18990.9,2.5,10.5,,,
L03-371,2013,4,AFH,0,1,5958,41    251.000,23.7,18990.9,2.5,10.5,,,
HOCP96-540,2014,2,SGH,1,1,5571,47    162.118,34.4,35392.5,1.895,10.499731,,,
L01-283,2015,3,NIB,0,2,7246,01    237.160,30.6,30401.2,2.01,10.494809,,,
L17-428,2019,3,NEW,0,2,11254,268.97,41.8,31399.5,2.67,10.49,,,
HO16-618,2015,2,AFL,0,1,13098,279.39,46.9,37207.5,2.52,10.49,,,
L14-267,2018,3,SGL,3,1,12408,234.98,52.8,43106.3,2.45,10.49,,,
HOCP15-519,2017,3,WES,0,1,14229,273.06,52.1,47916,2.18,10.49,,,
L12-198,2013,3,AFL,0,1,8292,250,33.2,30855,2.15,10.49,,,
HO11-532,2015,4,VAL,1,1,11407,279.96,40.7,37903.3,2.15,10.49,,,
L13-251,2015,4,VAL,0,1,6416,226.74,28.3,28157,2.01,10.49,,,
L14-289,2013,2,SGH,0,1,5813,164,35.4,38115,1.86,10.49,,,
L14-290,2013,2,SGH,0,1,5840,193,30.3,44013.8,1.38,10.49,,,
HOCP14-885,2019,4,BLK,2,2,8555,253.86,33.7,51253.5,1.32,10.49,,,
HOCP96-540,2013,3,AFL,2,2,8650,06    236.000,36.7,35846.2,2.045,10.49,,,
HOCP96-540,2011,3,SGL,2,2,6000,71    246.960,24.3,23141.2,2.1,10.4868,,,
HOCP04-838,2018,4,BLK,2,1,7646,86    213.426,35.8,45068.1,1.59,10.482459,,,
L16-372,2017,3,SGL,0,2,11914,243.73,48.9,36753.8,2.66,10.48,,,
L18-455,2019,3,SGL,0,1,7719,192.38,40.1,32670,2.46,10.48,,,
L16-353,2018,3,AFL,1,1,8772,253.78,34.6,29493.8,2.34,10.48,,,
L11-183,2014,4,VAL,1,1,11805,276.11,42.8,17923.1,2.24,10.48,,,
L14-267,2018,3,NIB,3,1,8543,236.64,36.1,32670,2.21,10.48,,,
L11-183,2019,3,NIB,0,2,6831,257.34,26.5,27225,1.95,10.48,,,
L15-338,2015,2,SGH,1,1,10294,235.49,43.7,47643.8,1.84,10.48,,,
L11-191,2012,3,SGL,0,2,10176,251.73,40.4,53542.5,1.51,10.48,,,
L10-146,2011,3,AFL,0,1,11895,262.13,45.4,33123.8,2.74,10.47,,,
HOL14-859,2014,2,AFL,1,1,14540,216.28,67.2,53996.3,2.49,10.47,,,
L14-285,2016,3,NEW,0,2,8943,241.24,37.1,31218,2.38,10.47,,,
HOL15-994,2015,2,AFL,1,1,13387,265.24,50.5,44467.5,2.27,10.47,,,
L17-406,2018,3,NIB,0,1,6890,198.96,34.6,32670,2.12,10.47,,,
L11-180,2012,3,AFL,0,2,8398,287.31,29.2,28586.3,2.05,10.47,,,
HO10-915,2011,2,AFL,2,1,12096,273,44.3,47643.8,1.86,10.47,,,
L17-400,2019,3,NEW,0,2,7537,286.22,26.3,28858.5,1.83,10.47,,,
HO16-648,2018,3,NEW,0,2,7546,220.08,34.3,41563.5,1.65,10.47,,,
L13-260,2015,3,NIB,1,1,4696,239.48,19.6,30401.3,1.29,10.47,,,
L01-283,2011,4,BLK,1,2,8703,47    285.640,30.5,45140.8,1.35,10.47,,,
L03-371,2014,3,SGL,2,1,6937,76    179.221,38.7,41291.2,1.875,10.469908,,,
HOCP96-540,2019,3,WES,0,2,8954,41    212.251,42.2,28314,2.98,10.468748,,,
HOCP96-540,2018,3,MEL,2,1,4387,22    218.356,20.1,22324.5,1.8,10.465532,,,
L01-283,2015,3,AFL,0,2,14519,20    279.022,52,42652.5,2.44,10.464459,,,
HOCP09-814,2012,4,ERA,0,1,12437,278.03,44.7,32181.9,2.78,10.46,,,
HO16-649,2015,2,AFL,0,1,15047,278.18,54.1,41291.3,2.62,10.46,,,
L16-372,2017,3,AFL,0,2,14895,291.36,51.1,39476.3,2.59,10.46,,,
HO16-626,2019,4,CAF,0,1,9270,218.61,42.4,38549.5,2.2,10.46,,,
L12-201,2016,4,VAL,2,1,8982,296.5,30.3,29129.3,2.08,10.46,,,
HOCP14-889,2014,2,AFL,1,1,14521,279.32,52,51727.5,2.01,10.46,,,
HO13-720,2015,3,MEL,0,1,6355,266.97,23.8,31218,1.53,10.46,,,
HO13-720,2015,3,STO,0,1,6355,266.97,23.8,31218,1.53,10.46,,,
HO09-840,2013,3,WES,2,1,8819,208,42.4,58080,1.46,10.46,,,
HO14-836,2017,3,WES,1,2,8426,261.31,32.2,45738,1.41,10.46,,,
L99-226,2013,3,WES,1,1,11355,09    250.000,45.4,39930,2.275,10.46,,,
HOCP96-540,2018,3,NEW,2,1,2393,12    249.072,9.6,9982.5,1.925,10.455763,,,
HOCP00-950,2011,3,WES,1,2,8695,82    239.650,36.3,30492,2.38,10.4544,,,
L14-267,2015,3,AFL,0,2,17476,296.33,59,37207.5,3.17,10.45,,,
HOCP14-828,2013,2,AFL,0,1,14456,273.18,52.9,34031.3,3.11,10.45,,,
L17-428,2019,4,CAF,0,1,9794,247.07,39.6,26874.8,2.95,10.45,,,
HO11-512,2011,2,AFL,1,1,19202,269,71.4,51727.5,2.76,10.45,,,
L17-410,2019,3,WES,0,2,12720,236.84,53.7,39930,2.69,10.45,,,
L14-282,2015,3,AFL,0,1,14090,263.83,53.4,40383.8,2.65,10.45,,,
HO12-630,2015,4,VAL,0,2,5851,231.03,25.3,20758.7,2.44,10.45,,,
L12-231,2012,2,SGH,1,1,8217,171.54,47.9,41745,2.3,10.45,,,
HOCP16-675,2018,3,MEL,0,2,10548,216.64,48.7,50457,1.93,10.45,,,
L14-266,2014,2,SGH,1,1,6899,200.21,34.5,37661.3,1.83,10.45,,,
L14-264,2015,2,SGH,2,1,2848,289.55,9.8,14520,1.36,10.45,,,
L01-283,2011,4,BLK,0,1,11637,30    280.370,41.5,45612,1.82,10.45,,,
L15-327,2016,3,AFL,0,1,10596,284.01,37.3,25863.8,2.89,10.44,,,
HO15-930,2018,3,NEW,1,1,9034,234.76,38.5,26862,2.87,10.44,,,
L15-306,2018,3,AFL,2,2,12330,252,48.9,35392.5,2.77,10.44,,,
HOCP12-673,2015,3,NEW,1,2,12876,249.28,51.7,45012,2.3,10.44,,,
L11-183,2014,4,VAL,1,2,12170,252.26,48.2,22385,2.18,10.44,,,
L16-375,2018,3,MEL,0,1,6395,185.71,34.4,33033,2.09,10.44,,,
HO17-776,2019,3,NEW,0,1,11027,289.2,38.1,36663,2.08,10.44,,,
HOCP12-641,2014,3,WES,0,2,6569,172.26,38.1,36844.5,2.07,10.44,,,
HOL15-508,2019,4,BLK,1,1,9875,268.73,36.7,36746.2,2,10.44,,,
HO16-626,2019,3,NEW,1,1,10662,282.48,37.7,37933.5,1.99,10.44,,,
L14-274,2016,3,NEW,0,1,9838,233.76,42.1,45012,1.87,10.44,,,
L12-195,2011,2,SGH,0,1,6803,225.79,30.1,37661.3,1.6,10.44,,,
HOCP12-667,2015,3,NEW,1,2,8259,279.67,29.5,38478,1.54,10.44,,,
HO12-630,2017,4,VAL,2,1,.,300.81,.,43711.3,1.52,10.44,,,
HOCP96-540,2018,3,MEL,0,2,9710,88    209.292,46.4,30129,3.08,10.435319,,,
L99-226,2011,3,NEW,1,2,8580,27    256.660,33.4,41019,1.63,10.4328,,,
L16-372,2017,3,AFL,0,1,15682,279.41,56.1,38115,2.95,10.43,,,
HO15-930,2017,3,MEL,0,2,10536,221.4,47.6,33396,2.85,10.43,,,
HOCP09-814,2012,4,AFH,0,1,10151,295.88,34.3,24950.8,2.75,10.43,,,
L15-306,2017,3,WES,0,1,17230,258.22,66.7,50094,2.66,10.43,,,
HOL14-841,2017,4,SGH,0,1,8515,236.34,36,30025.7,2.4,10.43,,,
L13-251,2016,3,NEW,1,2,7334,205.58,35.7,30492,2.34,10.43,,,
L18-474,2019,3,NIB,0,1,9463,206.45,45.8,40383.8,2.27,10.43,,,
HO15-971,2019,3,NEW,2,1,10630,236.64,44.9,39930,2.25,10.43,,,
L11-183,2019,4,AFH,0,1,8690,255.77,34,30335.4,2.24,10.43,,,
HO14-819,2014,2,AFL,1,1,11186,252.38,44.3,39930,2.22,10.43,,,
L12-198,2013,3,NIB,0,2,9652,260,37.1,34938.8,2.13,10.43,,,
L08-088,2010,3,WES,0,2,7189,245.82,29.2,27588,2.12,10.43,,,
HOCP13-771,2015,3,NEW,0,1,9372,253.72,36.9,34848,2.12,10.43,,,
L18-453,2019,3,SGL,0,1,9124,241.54,37.8,36300,2.08,10.43,,,
HOCP13-758,2017,4,AFH,1,2,3702,242.76,15.3,15642.4,1.95,10.43,,,
HO15-938,2017,3,NEW,0,1,10899,261.35,41.7,46464,1.8,10.43,,,
L15-306,2019,3,SGL,3,2,8969,229.49,39.1,49005,1.6,10.43,,,
L08-090,2011,3,NIB,2,1,6575,266.44,24.7,33123.8,1.49,10.43,,,
L14-290,2014,2,SGH,1,1,3882,168.54,23,32216.3,1.43,10.43,,,
L03-371,2013,3,NIB,0,2,15272,29    243.000,62.8,49005,2.565,10.43,,,
L17-428,2019,3,MEL,0,1,9310,256.64,36.3,25773,2.82,10.42,,,
L12-230,2013,3,SGL,0,2,8014,215,37.3,28132.5,2.65,10.42,,,
HOCP14-878,2016,3,NEW,0,1,12786,239.31,53.4,40474.5,2.64,10.42,,,
HOL15-508,2019,4,CAF,1,1,10764,278.45,38.7,31687.1,2.44,10.42,,,
L14-267,2018,3,MEL,2,1,8874,226.68,39.1,32488.5,2.41,10.42,,,
HO14-836,2013,2,AFL,0,1,18002,277.82,64.8,54450,2.38,10.42,,,
HO17-724,2019,3,NEW,0,1,12178,242.47,50.2,42652.5,2.36,10.42,,,
L17-400,2019,3,AFL,1,1,8628,310.56,27.8,23595,2.36,10.42,,,
L08-088,2010,3,WES,0,1,9798,265.56,36.9,31944,2.31,10.42,,,
L13-241,2013,2,SGH,1,1,9462,198,47.8,42198.8,2.27,10.42,,,
L15-320,2017,3,SGL,1,2,12555,268.06,46.8,47190,1.99,10.42,,,
HO10-931,2011,2,AFL,2,1,6015,249.16,24.1,31762.5,1.52,10.42,,,
HOCP16-675,2019,3,WES,1,1,6484,217.97,29.7,39930,1.49,10.42,,,
HO11-532,2015,3,MEL,2,1,4975,228.41,21.8,36300,1.2,10.42,,,
HO11-532,2015,3,STO,2,1,4975,228.41,21.8,36300,1.2,10.42,,,
L99-226,2017,4,BLK,3,1,8938,06    257.793,34.7,38311,1.81,10.417324,,,
L01-283,2019,3,WES,3,1,5189,67    200.742,25.9,39022.5,1.325,10.416938,,,
HOCP96-540,2014,3,NIB,0,2,7464,31    256.975,29,28132.5,2.065,10.414328,,,
HO15-918,2018,4,AFH,0,1,13685,285.26,48,29430.5,3.26,10.41,,,
HOL15-500,2014,2,AFL,0,1,12645,299.66,42.2,27225,3.1,10.41,,,
L18-475,2019,3,NIB,0,1,9961,254.89,39.1,29947.5,2.61,10.41,,,
L13-251,2015,3,MEL,0,2,9661,261.22,37,29766,2.49,10.41,,,
L13-251,2015,3,STO,0,2,9661,261.22,37,29766,2.49,10.41,,,
HO16-626,2019,4,BLK,0,2,8758,281.77,31.1,27145.4,2.29,10.41,,,
L15-306,2017,3,MEL,0,1,12394,276.18,44.9,41745,2.15,10.41,,,
L08-090,2010,3,NIB,1,1,12289,275.76,44.6,41745,2.14,10.41,,,
HO12-626,2015,4,VAL,0,1,7482,242.44,30.9,31651.6,1.95,10.41,,,
L08-090,2012,4,BLK,2,2,9400,271.83,34.6,41413.7,1.67,10.41,,,
L15-322,2015,2,SGH,1,1,6932,254.63,27.2,34031.3,1.6,10.41,,,
HOCP13-755,2015,3,NEW,0,1,7124,264.87,26.9,38841,1.39,10.41,,,
L01-283,2010,3,AFL,0,1,6921,83    238.560,29,22233.7,2.61,10.41,,,
L99-233,2012,3,NIB,1,2,10064,84    235.160,42.8,49912.5,1.715,10.4055,,,
HOCP12-677,2012,2,AFL,1,1,13945,244,57.2,36753.8,3.11,10.4,,,
HO12-608,2012,2,AFL,1,1,13217,220,60.1,41291.3,2.91,10.4,,,
L17-428,2019,4,BLK,0,1,7568,244.88,30.9,24528.4,2.52,10.4,,,
L14-267,2018,3,WES,2,2,10757,231.75,46.4,37389,2.48,10.4,,,
L14-282,2013,2,SGH,0,1,11254,185,60.8,49458.8,2.46,10.4,,,
HOCP12-673,2015,3,NEW,1,1,9015,243.28,37.1,31944,2.32,10.4,,,
L17-428,2019,3,SGL,1,2,10132,245.93,41.2,36300,2.27,10.4,,,
HO12-626,2012,2,AFL,1,1,14676,227,64.7,62163.8,2.08,10.4,,,
HOCP13-775,2016,3,NEW,1,1,9444,242.29,39,37570.5,2.08,10.4,,,
HO07-613,2012,4,BLK,2,2,6653,237.55,28,27189.5,2.06,10.4,,,
HO11-9403,2015,3,NEW,0,2,12918,250.43,51.6,50820,2.03,10.4,,,
L09-117,2011,3,AFL,1,2,7024,275.91,25.5,26136,1.95,10.4,,,
HOCP12-655,2012,2,AFL,1,1,11247,223,50.4,51727.5,1.95,10.4,,,
L15-306,2018,3,MEL,1,1,7423,243.66,30.5,36481.5,1.67,10.4,,,
HOCP12-663,2011,2,AFL,0,1,11757,302,38.9,47190,1.65,10.4,,,
HO11-512,2015,3,MEL,2,2,7524,257.94,29.2,40656,1.44,10.4,,,
HO11-512,2015,3,STO,2,2,7524,257.94,29.2,40656,1.44,10.4,,,
HOCP14-885,2019,3,WES,3,1,6005,205.74,29.2,43560,1.34,10.4,,,
HOCP96-540,2015,4,VAL,3,1,7273,24    274.669,26.5,43588.5,1.215,10.391359,,,
HO16-647,2015,2,AFL,0,1,17033,307.06,55.5,34031.3,3.26,10.39,,,
L13-257,2014,3,AFL,0,1,8821,226.21,39,24956.3,3.13,10.39,,,
HOL15-508,2017,3,NEW,0,2,10624,253.48,41.9,33396,2.51,10.39,,,
L16-353,2018,4,CAF,0,1,7887,249.59,31.6,30240.9,2.09,10.39,,,
HO14-836,2016,3,WES,0,2,15432,273.34,56.5,54813,2.06,10.39,,,
L12-202,2011,2,SGH,0,1,9082,214.73,42.3,42652.5,1.98,10.39,,,
L01-283,2011,4,AFH,0,2,9407,56    256.060,36.7,49315,1.49,10.39,,,
HOCP96-540,2013,3,NIB,0,1,12597,37    247.000,51,36300,2.81,10.39,,,
HOCP96-540,2019,3,SGL,1,2,7865,01    175.777,44.7,34485,2.595,10.386221,,,
HOCP96-540,2013,2,SGH,2,1,8480,77    216.500,39.4,50366.2,1.57,10.385,,,
L01-299,2019,4,AFH,2,1,9222,37    278.861,33.1,48994.9,1.35,10.382972,,,
HOCP04-838,2019,4,AFH,2,1,6242,98    276.073,22.6,35611.8,1.27,10.380836,,,
L15-338,2017,4,SGH,0,1,10299,239.62,43,27863.9,3.09,10.38,,,
HOCP12-673,2015,4,BLK,0,2,12526,279.25,44.9,36320.9,2.47,10.38,,,
HOCP14-891,2014,2,AFL,1,1,12224,226.24,54,47190,2.29,10.38,,,
L15-320,2016,3,NIB,0,2,8232,301.25,27.3,24956.3,2.19,10.38,,,
L14-286,2013,2,SGH,0,1,8186,219,37.4,37661.3,1.99,10.38,,,
HO08-711,2011,3,WES,1,2,9714,266.4,36.5,40293,1.81,10.38,,,
HO14-836,2017,4,BLK,0,1,11218,296.16,37.9,43537.8,1.74,10.38,,,
L12-211,2011,2,SGH,0,1,5670,229.48,24.7,29947.5,1.65,10.38,,,
L18-450,2019,3,NIB,0,2,4715,264.98,17.8,28586.3,1.25,10.38,,,
L99-226,2010,3,NEW,3,1,7528,66    165.550,45.5,42108,2.16,10.38,,,
HOCP96-540,2014,3,WES,0,1,5212,02    165.131,31.6,26862,2.35,10.379729,,,
HO15-918,2017,3,WES,0,2,18968,272.99,69.5,42471,3.27,10.37,,,
L14-265,2016,3,WES,0,2,10708,280.7,38.1,41019,1.86,10.37,,,
LCP85-384,2010,3,NIB,2,2,5854,214.44,27.3,39567,1.38,10.37,,,
HOCP96-540,2019,3,NIB,0,2,6441,92    253.266,25.4,23595,2.156,10.369221,,,
L01-283,2011,3,NEW,2,1,3720,89    230.320,16.2,31218,1.035,10.3635,,,
L03-371,2012,3,WES,0,2,7122,90    209.640,34,42471,1.6,10.3635,,,
HOCP96-540,2019,3,WES,2,2,8661,92    275.067,31.5,36300,1.735,10.361318,,,
L10-151,2011,3,AFL,0,1,9756,217.74,44.8,35846.3,2.5,10.36,,,
L15-320,2016,3,SGL,0,2,12544,289.92,43.3,35392.5,2.45,10.36,,,
L12-201,2015,3,WES,1,1,12601,259.7,48.5,41382,2.35,10.36,,,
HOCP14-874,2014,2,AFL,1,1,12402,211.37,58.7,50366.3,2.33,10.36,,,
HO17-738,2019,3,MEL,0,1,12054,278.29,43.3,39022.5,2.22,10.36,,,
L17-435,2019,3,AFL,1,1,6994,264.37,26.5,24956.3,2.12,10.36,,,
HOCP13-758,2018,3,WES,3,2,8682,215.57,40.3,41200.5,1.96,10.36,,,
L12-209,2011,2,SGH,0,1,5793,205.74,28.2,33123.8,1.7,10.36,,,
L16-353,2018,3,NEW,0,2,8667,255.08,34,41563.5,1.64,10.36,,,
HOCP96-540,2018,3,NEW,1,1,8754,35    231.613,37.8,30855,2.45,10.356789,,,
HOCP04-838,2018,3,NIB,0,2,4735,40    151.964,31.2,30401.2,2.05,10.355631,,,
L01-283,2017,3,WES,0,2,10700,24    273.622,39.1,41382,1.89,10.355075,,,
HOCP96-540,2018,3,NIB,1,2,7299,41    232.100,31.4,26317.5,2.39,10.351506,,,
HO15-918,2017,3,NEW,0,1,13058,268.56,48.6,31218,3.12,10.35,,,
L14-297,2015,3,AFL,0,2,14435,280.8,51.4,37661.3,2.73,10.35,,,
L12-230,2013,3,AFL,0,1,8465,225,37.6,30401.3,2.48,10.35,,,
HOCP13-740,2015,3,WES,0,2,16458,269.96,61,53361,2.29,10.35,,,
L18-438,2019,3,SGL,0,2,7584,209.85,36.1,32216.3,2.24,10.35,,,
L10-147,2012,3,NIB,1,2,12798,252.96,50.6,46736.3,2.17,10.35,,,
L14-286,2014,2,SGH,1,1,7736,198.04,39.1,44013.8,1.78,10.35,,,
L99-226,2010,3,WES,0,1,12092,37    271.660,44.5,27225,3.27,10.35,,,
HOCP08-726,2010,3,STO,0,2,9746,268.28,36.3,26136,2.78,10.34,,,
L09-123,2010,3,SGL,0,1,9592,236.31,40.6,32216.3,2.52,10.34,,,
HOL15-547,2017,3,WES,0,2,17449,286.98,60.8,50457,2.41,10.34,,,
L12-202,2014,4,BLK,0,2,14627,285.77,51.2,16864.4,2.2,10.34,,,
HO15-943,2017,3,NEW,0,2,16121,250.68,64.3,62436,2.06,10.34,,,
HOCP13-756,2015,3,WES,0,2,9780,245.98,39.8,47190,1.69,10.34,,,
L13-251,2015,3,NIB,1,1,6481,231.07,28.1,35846.3,1.57,10.34,,,
HOCP96-540,2014,3,WES,2,2,6638,62    210.694,31.5,40656,1.55,10.339842,,,
L03-371,2015,3,MEL,2,1,5739,07    209.683,27.4,42108,1.3,10.339066,,,
L03-371,2015,3,STO,2,1,5739,07    209.683,27.4,42108,1.3,10.339066,,,
L01-283,2016,3,AFL,0,1,8119,26    266.692,30.4,31762.5,1.917,10.338259,,,
L01-283,2018,3,SGL,0,2,5680,48    192.822,29.5,24048.7,2.45,10.33724,,,
HOCP96-540,2012,3,STO,1,1,8743,94    199.660,43.8,45738,1.915,10.332,,,
L03-371,2015,2,SGH,0,1,11047,01    267.920,41.3,40610.6,2.031,10.331374,,,
L01-283,2019,3,NEW,2,1,15915,71    271.559,58.6,59350.5,1.975,10.33115,,,
L12-201,2013,3,NIB,0,1,13032,267,48.8,28132.5,3.47,10.33,,,
HO15-930,2017,3,WES,0,1,11993,258.38,46.4,38841,2.39,10.33,,,
